codigo_region;nombre_region;codigo_comuna;nombre_comuna;clasificacion;variable;valor;n
4;Coquimbo;4301;Ovalle;Urbana;p03b;No aplica;7403
4;Coquimbo;4301;Ovalle;Urbana;p03b;Paja, coirón, totora o caña;14
4;Coquimbo;4301;Ovalle;Urbana;p03b;Planchas metálicas de zinc, cobre, etc. o fibrocemento (tipo pizarreño);27922
4;Coquimbo;4301;Ovalle;Urbana;p03b;Sin cubierta sólida de techo;22
4;Coquimbo;4301;Ovalle;Urbana;p03b;Tejas o tejuelas de arcilla, metálicas, de cemento, de madera, asfálticas o plásticas;5460
4;Coquimbo;4301;Ovalle;Urbana;p03b;NA;237
4;Coquimbo;4301;Ovalle;Urbana;p03c;Baldosa de cemento;2484
4;Coquimbo;4301;Ovalle;Urbana;p03c;Capa de cemento sobre tierra;1511
4;Coquimbo;4301;Ovalle;Urbana;p03c;No aplica;7403
4;Coquimbo;4301;Ovalle;Urbana;p03c;Parquet, piso flotante, cerámico, madera, alfombra, flexit, cubrepiso u otro similar, sobre radier o vigas de madera (1-5);28824
4;Coquimbo;4301;Ovalle;Urbana;p03c;Radier sin revestimiento;1046
4;Coquimbo;4301;Ovalle;Urbana;p03c;Tierra;539
4;Coquimbo;4301;Ovalle;Urbana;p03c;NA;290
4;Coquimbo;4301;Ovalle;Urbana;p04;0 piezas;61
4;Coquimbo;4301;Ovalle;Urbana;p04;1 pieza;4125
4;Coquimbo;4301;Ovalle;Urbana;p04;2 piezas;12955
4;Coquimbo;4301;Ovalle;Urbana;p04;3 piezas;11178
4;Coquimbo;4301;Ovalle;Urbana;p04;4 piezas;3713
4;Coquimbo;4301;Ovalle;Urbana;p04;5 piezas;920
4;Coquimbo;4301;Ovalle;Urbana;p04;6 o más piezas;339
4;Coquimbo;4301;Ovalle;Urbana;p04;No aplica;7403
4;Coquimbo;4301;Ovalle;Urbana;p04;NA;1403
4;Coquimbo;4301;Ovalle;Urbana;p05;Camión aljibe;1583
4;Coquimbo;4301;Ovalle;Urbana;p05;No aplica;7403
4;Coquimbo;4301;Ovalle;Urbana;p05;Pozo o noria;1010
4;Coquimbo;4301;Ovalle;Urbana;p05;Red pública;31611
4;Coquimbo;4301;Ovalle;Urbana;p05;Río, vertiente, estero, canal, lago, etc.;230
4;Coquimbo;4301;Ovalle;Urbana;p05;NA;260
4;Coquimbo;4302;Combarbalá;Rural;area;Rural;4344
4;Coquimbo;4302;Combarbalá;Rural;area;Urbana;2655
4;Coquimbo;4302;Combarbalá;Rural;p01;Casa;6597
4;Coquimbo;4302;Combarbalá;Rural;p01;Departamento en edificio;4
4;Coquimbo;4302;Combarbalá;Rural;p01;Mediagua, mejora, rancho o choza;308
4;Coquimbo;4302;Combarbalá;Rural;p01;Móvil (carpa, casa rodante o similar);6
4;Coquimbo;4302;Combarbalá;Rural;p01;Otro tipo de vivienda particular;33
4;Coquimbo;4302;Combarbalá;Rural;p01;Pieza en casa antigua o en conventillo;25
4;Coquimbo;4302;Combarbalá;Rural;p01;Vivienda colectiva;19
4;Coquimbo;4302;Combarbalá;Rural;p01;Vivienda tradicional indígena (ruka, pae pae u otras);7
4;Coquimbo;4302;Combarbalá;Rural;p02;Con moradores ausentes;455
4;Coquimbo;4302;Combarbalá;Rural;p02;Con moradores presentes;4910
4;Coquimbo;4302;Combarbalá;Rural;p02;De temporada (vacacional u otro);765
4;Coquimbo;4302;Combarbalá;Rural;p02;En venta, para arriendo, abandonada u otro;869
4;Coquimbo;4302;Combarbalá;Rural;p03a;Adobe, barro, quincha, pirca u otro artesanal tradicional;1058
4;Coquimbo;4302;Combarbalá;Rural;p03a;Albañilería: bloque de cemento, piedra o ladrillo;2329
4;Coquimbo;4302;Combarbalá;Rural;p03a;Hormigón armado;103
4;Coquimbo;4302;Combarbalá;Rural;p03a;Materiales precarios (lata, cartón, plástico, etc.);40
4;Coquimbo;4302;Combarbalá;Rural;p03a;No aplica;2108
4;Coquimbo;4302;Combarbalá;Rural;p03a;Tabique forrado por ambas caras (madera o acero) (1-6);859
4;Coquimbo;4302;Combarbalá;Rural;p03a;Tabique sin forro interior (madera u otro);477
4;Coquimbo;4302;Combarbalá;Rural;p03a;NA;25
4;Coquimbo;4302;Combarbalá;Rural;p03b;Fonolita o plancha de fieltro embreado;7
4;Coquimbo;4302;Combarbalá;Rural;p03b;Losa hormigón;2
4;Coquimbo;4302;Combarbalá;Rural;p03b;Materiales precarios (lata, cartón, plásticos, etc.);12
4;Coquimbo;4302;Combarbalá;Rural;p03b;No aplica;2108
4;Coquimbo;4302;Combarbalá;Rural;p03b;Paja, coirón, totora o caña;3
4;Coquimbo;4302;Combarbalá;Rural;p03b;Planchas metálicas de zinc, cobre, etc. o fibrocemento (tipo pizarreño);4603
4;Coquimbo;4302;Combarbalá;Rural;p03b;Sin cubierta sólida de techo;9
4;Coquimbo;4302;Combarbalá;Rural;p03b;Tejas o tejuelas de arcilla, metálicas, de cemento, de madera, asfálticas o plásticas;217
4;Coquimbo;4302;Combarbalá;Rural;p03b;NA;38
4;Coquimbo;4302;Combarbalá;Rural;p03c;Baldosa de cemento;510
4;Coquimbo;4302;Combarbalá;Rural;p03c;Capa de cemento sobre tierra;630
4;Coquimbo;4302;Combarbalá;Rural;p03c;No aplica;2108
4;Coquimbo;4302;Combarbalá;Rural;p03c;Parquet, piso flotante, cerámico, madera, alfombra, flexit, cubrepiso u otro similar, sobre radier o vigas de madera (1-5);3043
4;Coquimbo;4302;Combarbalá;Rural;p03c;Radier sin revestimiento;359
4;Coquimbo;4302;Combarbalá;Rural;p03c;Tierra;316
4;Coquimbo;4302;Combarbalá;Rural;p03c;NA;33
4;Coquimbo;4302;Combarbalá;Rural;p04;0 piezas;18
4;Coquimbo;4302;Combarbalá;Rural;p04;1 pieza;886
4;Coquimbo;4302;Combarbalá;Rural;p04;2 piezas;1929
4;Coquimbo;4302;Combarbalá;Rural;p04;3 piezas;1301
4;Coquimbo;4302;Combarbalá;Rural;p04;4 piezas;412
4;Coquimbo;4302;Combarbalá;Rural;p04;5 piezas;114
4;Coquimbo;4302;Combarbalá;Rural;p04;6 o más piezas;63
4;Coquimbo;4302;Combarbalá;Rural;p04;No aplica;2108
4;Coquimbo;4302;Combarbalá;Rural;p04;NA;168
4;Coquimbo;4302;Combarbalá;Rural;p05;Camión aljibe;552
4;Coquimbo;4302;Combarbalá;Rural;p05;No aplica;2108
4;Coquimbo;4302;Combarbalá;Rural;p05;Pozo o noria;446
4;Coquimbo;4302;Combarbalá;Rural;p05;Red pública;3666
4;Coquimbo;4302;Combarbalá;Rural;p05;Río, vertiente, estero, canal, lago, etc.;179
4;Coquimbo;4302;Combarbalá;Rural;p05;NA;48
4;Coquimbo;4303;Monte Patria;Rural;area;Rural;7555
4;Coquimbo;4303;Monte Patria;Rural;area;Urbana;5519
4;Coquimbo;4303;Monte Patria;Rural;p01;Casa;12084
4;Coquimbo;4303;Monte Patria;Rural;p01;Mediagua, mejora, rancho o choza;810
4;Coquimbo;4303;Monte Patria;Rural;p01;Móvil (carpa, casa rodante o similar);6
4;Coquimbo;4303;Monte Patria;Rural;p01;Otro tipo de vivienda particular;59
4;Coquimbo;4303;Monte Patria;Rural;p01;Pieza en casa antigua o en conventillo;80
4;Coquimbo;4303;Monte Patria;Rural;p01;Vivienda colectiva;31
4;Coquimbo;4303;Monte Patria;Rural;p01;Vivienda tradicional indígena (ruka, pae pae u otras);4
4;Coquimbo;4303;Monte Patria;Rural;p02;Con moradores ausentes;571
4;Coquimbo;4303;Monte Patria;Rural;p02;Con moradores presentes;10277
4;Coquimbo;4303;Monte Patria;Rural;p02;De temporada (vacacional u otro);893
4;Coquimbo;4303;Monte Patria;Rural;p02;En venta, para arriendo, abandonada u otro;1333
4;Coquimbo;4303;Monte Patria;Rural;p03a;Adobe, barro, quincha, pirca u otro artesanal tradicional;1512
4;Coquimbo;4303;Monte Patria;Rural;p03a;Albañilería: bloque de cemento, piedra o ladrillo;4600
4;Coquimbo;4303;Monte Patria;Rural;p03a;Hormigón armado;303
4;Coquimbo;4303;Monte Patria;Rural;p03a;Materiales precarios (lata, cartón, plástico, etc.);65
4;Coquimbo;4303;Monte Patria;Rural;p03a;No aplica;2828
4;Coquimbo;4303;Monte Patria;Rural;p03a;Tabique forrado por ambas caras (madera o acero) (1-6);2351
4;Coquimbo;4303;Monte Patria;Rural;p03a;Tabique sin forro interior (madera u otro);1369
4;Coquimbo;4303;Monte Patria;Rural;p03a;NA;46
4;Coquimbo;4303;Monte Patria;Rural;p03b;Fonolita o plancha de fieltro embreado;29
4;Coquimbo;4303;Monte Patria;Rural;p03b;Losa hormigón;14
4;Coquimbo;4303;Monte Patria;Rural;p03b;Materiales precarios (lata, cartón, plásticos, etc.);35
4;Coquimbo;4303;Monte Patria;Rural;p03b;No aplica;2828
4;Coquimbo;4303;Monte Patria;Rural;p03b;Paja, coirón, totora o caña;2
4;Coquimbo;4303;Monte Patria;Rural;p03b;Planchas metálicas de zinc, cobre, etc. o fibrocemento (tipo pizarreño);9507
4;Coquimbo;4303;Monte Patria;Rural;p03b;Sin cubierta sólida de techo;5
4;Coquimbo;4303;Monte Patria;Rural;p03b;Tejas o tejuelas de arcilla, metálicas, de cemento, de madera, asfálticas o plásticas;586
4;Coquimbo;4303;Monte Patria;Rural;p03b;NA;68
4;Coquimbo;4303;Monte Patria;Rural;p03c;Baldosa de cemento;1048
4;Coquimbo;4303;Monte Patria;Rural;p03c;Capa de cemento sobre tierra;1080
4;Coquimbo;4303;Monte Patria;Rural;p03c;No aplica;2828
4;Coquimbo;4303;Monte Patria;Rural;p03c;Parquet, piso flotante, cerámico, madera, alfombra, flexit, cubrepiso u otro similar, sobre radier o vigas de madera (1-5);6934
4;Coquimbo;4303;Monte Patria;Rural;p03c;Radier sin revestimiento;685
4;Coquimbo;4303;Monte Patria;Rural;p03c;Tierra;423
4;Coquimbo;4303;Monte Patria;Rural;p03c;NA;76
4;Coquimbo;4303;Monte Patria;Rural;p04;0 piezas;23
4;Coquimbo;4303;Monte Patria;Rural;p04;1 pieza;1834
4;Coquimbo;4303;Monte Patria;Rural;p04;2 piezas;4316
4;Coquimbo;4303;Monte Patria;Rural;p04;3 piezas;2584
4;Coquimbo;4303;Monte Patria;Rural;p04;4 piezas;785
4;Coquimbo;4303;Monte Patria;Rural;p04;5 piezas;195
4;Coquimbo;4303;Monte Patria;Rural;p04;6 o más piezas;106
4;Coquimbo;4303;Monte Patria;Rural;p04;No aplica;2828
4;Coquimbo;4303;Monte Patria;Rural;p04;NA;403
4;Coquimbo;4303;Monte Patria;Rural;p05;Camión aljibe;513
4;Coquimbo;4303;Monte Patria;Rural;p05;No aplica;2828
4;Coquimbo;4303;Monte Patria;Rural;p05;Pozo o noria;309
4;Coquimbo;4303;Monte Patria;Rural;p05;Red pública;9073
4;Coquimbo;4303;Monte Patria;Rural;p05;Río, vertiente, estero, canal, lago, etc.;259
4;Coquimbo;4303;Monte Patria;Rural;p05;NA;92
4;Coquimbo;4304;Punitaqui;Rural;area;Rural;2383
4;Coquimbo;4304;Punitaqui;Rural;area;Urbana;2430
4;Coquimbo;4304;Punitaqui;Rural;p01;Casa;4521
4;Coquimbo;4304;Punitaqui;Rural;p01;Departamento en edificio;2
4;Coquimbo;4304;Punitaqui;Rural;p01;Mediagua, mejora, rancho o choza;233
4;Coquimbo;4304;Punitaqui;Rural;p01;Móvil (carpa, casa rodante o similar);10
4;Coquimbo;4304;Punitaqui;Rural;p01;Operativo calle (no es vivienda);1
4;Coquimbo;4304;Punitaqui;Rural;p01;Otro tipo de vivienda particular;24
4;Coquimbo;4304;Punitaqui;Rural;p01;Pieza en casa antigua o en conventillo;13
4;Coquimbo;4304;Punitaqui;Rural;p01;Vivienda colectiva;6
4;Coquimbo;4304;Punitaqui;Rural;p01;Vivienda tradicional indígena (ruka, pae pae u otras);3
4;Coquimbo;4304;Punitaqui;Rural;p02;Con moradores ausentes;345
4;Coquimbo;4304;Punitaqui;Rural;p02;Con moradores presentes;3765
4;Coquimbo;4304;Punitaqui;Rural;p02;De temporada (vacacional u otro);284
4;Coquimbo;4304;Punitaqui;Rural;p02;En venta, para arriendo, abandonada u otro;419
4;Coquimbo;4304;Punitaqui;Rural;p03a;Adobe, barro, quincha, pirca u otro artesanal tradicional;359
4;Coquimbo;4304;Punitaqui;Rural;p03a;Albañilería: bloque de cemento, piedra o ladrillo;1966
4;Coquimbo;4304;Punitaqui;Rural;p03a;Hormigón armado;79
4;Coquimbo;4304;Punitaqui;Rural;p03a;Materiales precarios (lata, cartón, plástico, etc.);37
4;Coquimbo;4304;Punitaqui;Rural;p03a;No aplica;1055
4;Coquimbo;4304;Punitaqui;Rural;p03a;Tabique forrado por ambas caras (madera o acero) (1-6);785
4;Coquimbo;4304;Punitaqui;Rural;p03a;Tabique sin forro interior (madera u otro);513
4;Coquimbo;4304;Punitaqui;Rural;p03a;NA;19
4;Coquimbo;4304;Punitaqui;Rural;p03b;Fonolita o plancha de fieltro embreado;9
4;Coquimbo;4304;Punitaqui;Rural;p03b;Losa hormigón;6
4;Coquimbo;4304;Punitaqui;Rural;p03b;Materiales precarios (lata, cartón, plásticos, etc.);25
4;Coquimbo;4304;Punitaqui;Rural;p03b;No aplica;1055
4;Coquimbo;4304;Punitaqui;Rural;p03b;Paja, coirón, totora o caña;1
4;Coquimbo;4304;Punitaqui;Rural;p03b;Planchas metálicas de zinc, cobre, etc. o fibrocemento (tipo pizarreño);3471
4;Coquimbo;4304;Punitaqui;Rural;p03b;Sin cubierta sólida de techo;4
4;Coquimbo;4304;Punitaqui;Rural;p03b;Tejas o tejuelas de arcilla, metálicas, de cemento, de madera, asfálticas o plásticas;213
4;Coquimbo;4304;Punitaqui;Rural;p03b;NA;29
4;Coquimbo;4304;Punitaqui;Rural;p03c;Baldosa de cemento;383
4;Coquimbo;4304;Punitaqui;Rural;p03c;Capa de cemento sobre tierra;447
4;Coquimbo;4304;Punitaqui;Rural;p03c;No aplica;1055
4;Coquimbo;4304;Punitaqui;Rural;p03c;Parquet, piso flotante, cerámico, madera, alfombra, flexit, cubrepiso u otro similar, sobre radier o vigas de madera (1-5);2327
4;Coquimbo;4304;Punitaqui;Rural;p03c;Radier sin revestimiento;302
4;Coquimbo;4304;Punitaqui;Rural;p03c;Tierra;276
4;Coquimbo;4304;Punitaqui;Rural;p03c;NA;23
4;Coquimbo;4304;Punitaqui;Rural;p04;0 piezas;11
4;Coquimbo;4304;Punitaqui;Rural;p04;1 pieza;622
4;Coquimbo;4304;Punitaqui;Rural;p04;2 piezas;1544
4;Coquimbo;4304;Punitaqui;Rural;p04;3 piezas;988
4;Coquimbo;4304;Punitaqui;Rural;p04;4 piezas;348
4;Coquimbo;4304;Punitaqui;Rural;p04;5 piezas;82
4;Coquimbo;4304;Punitaqui;Rural;p04;6 o más piezas;34
4;Coquimbo;4304;Punitaqui;Rural;p04;No aplica;1055
4;Coquimbo;4304;Punitaqui;Rural;p04;NA;129
4;Coquimbo;4304;Punitaqui;Rural;p05;Camión aljibe;541
4;Coquimbo;4304;Punitaqui;Rural;p05;No aplica;1055
4;Coquimbo;4304;Punitaqui;Rural;p05;Pozo o noria;556
4;Coquimbo;4304;Punitaqui;Rural;p05;Red pública;2488
4;Coquimbo;4304;Punitaqui;Rural;p05;Río, vertiente, estero, canal, lago, etc.;139
4;Coquimbo;4304;Punitaqui;Rural;p05;NA;34
4;Coquimbo;4305;Río Hurtado;Rural;area;Rural;2764
4;Coquimbo;4305;Río Hurtado;Rural;p01;Casa;2529
4;Coquimbo;4305;Río Hurtado;Rural;p01;Departamento en edificio;1
4;Coquimbo;4305;Río Hurtado;Rural;p01;Mediagua, mejora, rancho o choza;184
4;Coquimbo;4305;Río Hurtado;Rural;p01;Móvil (carpa, casa rodante o similar);6
4;Coquimbo;4305;Río Hurtado;Rural;p01;Otro tipo de vivienda particular;15
4;Coquimbo;4305;Río Hurtado;Rural;p01;Pieza en casa antigua o en conventillo;13
4;Coquimbo;4305;Río Hurtado;Rural;p01;Vivienda colectiva;13
4;Coquimbo;4305;Río Hurtado;Rural;p01;Vivienda tradicional indígena (ruka, pae pae u otras);3
4;Coquimbo;4305;Río Hurtado;Rural;p02;Con moradores ausentes;112
4;Coquimbo;4305;Río Hurtado;Rural;p02;Con moradores presentes;1700
4;Coquimbo;4305;Río Hurtado;Rural;p02;De temporada (vacacional u otro);509
4;Coquimbo;4305;Río Hurtado;Rural;p02;En venta, para arriendo, abandonada u otro;443
4;Coquimbo;4305;Río Hurtado;Rural;p03a;Adobe, barro, quincha, pirca u otro artesanal tradicional;547
4;Coquimbo;4305;Río Hurtado;Rural;p03a;Albañilería: bloque de cemento, piedra o ladrillo;720
4;Coquimbo;4305;Río Hurtado;Rural;p03a;Hormigón armado;37
4;Coquimbo;4305;Río Hurtado;Rural;p03a;Materiales precarios (lata, cartón, plástico, etc.);14
4;Coquimbo;4305;Río Hurtado;Rural;p03a;No aplica;1077
4;Coquimbo;4305;Río Hurtado;Rural;p03a;Tabique forrado por ambas caras (madera o acero) (1-6);269
4;Coquimbo;4305;Río Hurtado;Rural;p03a;Tabique sin forro interior (madera u otro);93
4;Coquimbo;4305;Río Hurtado;Rural;p03a;NA;7
4;Coquimbo;4305;Río Hurtado;Rural;p03b;Fonolita o plancha de fieltro embreado;4
4;Coquimbo;4305;Río Hurtado;Rural;p03b;Materiales precarios (lata, cartón, plásticos, etc.);30
4;Coquimbo;4305;Río Hurtado;Rural;p03b;No aplica;1077
4;Coquimbo;4305;Río Hurtado;Rural;p03b;Paja, coirón, totora o caña;1
4;Coquimbo;4305;Río Hurtado;Rural;p03b;Planchas metálicas de zinc, cobre, etc. o fibrocemento (tipo pizarreño);1529
4;Coquimbo;4305;Río Hurtado;Rural;p03b;Tejas o tejuelas de arcilla, metálicas, de cemento, de madera, asfálticas o plásticas;108
4;Coquimbo;4305;Río Hurtado;Rural;p03b;NA;15
4;Coquimbo;4305;Río Hurtado;Rural;p03c;Baldosa de cemento;133
4;Coquimbo;4305;Río Hurtado;Rural;p03c;Capa de cemento sobre tierra;197
4;Coquimbo;4305;Río Hurtado;Rural;p03c;No aplica;1077
4;Coquimbo;4305;Río Hurtado;Rural;p03c;Parquet, piso flotante, cerámico, madera, alfombra, flexit, cubrepiso u otro similar, sobre radier o vigas de madera (1-5);1122
4;Coquimbo;4305;Río Hurtado;Rural;p03c;Radier sin revestimiento;90
4;Coquimbo;4305;Río Hurtado;Rural;p03c;Tierra;132
4;Coquimbo;4305;Río Hurtado;Rural;p03c;NA;13
4;Coquimbo;4305;Río Hurtado;Rural;p04;0 piezas;8
4;Coquimbo;4305;Río Hurtado;Rural;p04;1 pieza;314
4;Coquimbo;4305;Río Hurtado;Rural;p04;2 piezas;683
4;Coquimbo;4305;Río Hurtado;Rural;p04;3 piezas;410
4;Coquimbo;4305;Río Hurtado;Rural;p04;4 piezas;146
4;Coquimbo;4305;Río Hurtado;Rural;p04;5 piezas;47
4;Coquimbo;4305;Río Hurtado;Rural;p04;6 o más piezas;27
4;Coquimbo;4305;Río Hurtado;Rural;p04;No aplica;1077
4;Coquimbo;4305;Río Hurtado;Rural;p04;NA;52
4;Coquimbo;4305;Río Hurtado;Rural;p05;Camión aljibe;82
4;Coquimbo;4305;Río Hurtado;Rural;p05;No aplica;1077
4;Coquimbo;4305;Río Hurtado;Rural;p05;Pozo o noria;61
4;Coquimbo;4305;Río Hurtado;Rural;p05;Red pública;1435
4;Coquimbo;4305;Río Hurtado;Rural;p05;Río, vertiente, estero, canal, lago, etc.;80
4;Coquimbo;4305;Río Hurtado;Rural;p05;NA;29
5;Valparaíso;5101;Valparaíso;Urbana;area;Rural;1226
5;Valparaíso;5101;Valparaíso;Urbana;area;Urbana;115972
5;Valparaíso;5101;Valparaíso;Urbana;p01;Casa;83616
5;Valparaíso;5101;Valparaíso;Urbana;p01;Departamento en edificio;30690
5;Valparaíso;5101;Valparaíso;Urbana;p01;Mediagua, mejora, rancho o choza;1257
5;Valparaíso;5101;Valparaíso;Urbana;p01;Móvil (carpa, casa rodante o similar);30
5;Valparaíso;5101;Valparaíso;Urbana;p01;Operativo calle (no es vivienda);1
5;Valparaíso;5101;Valparaíso;Urbana;p01;Operativo personas en tránsito (no es vivienda);1
5;Valparaíso;5101;Valparaíso;Urbana;p01;Otro tipo de vivienda particular;508
5;Valparaíso;5101;Valparaíso;Urbana;p01;Pieza en casa antigua o en conventillo;716
5;Valparaíso;5101;Valparaíso;Urbana;p01;Vivienda colectiva;361
5;Valparaíso;5101;Valparaíso;Urbana;p01;Vivienda tradicional indígena (ruka, pae pae u otras);18
5;Valparaíso;5101;Valparaíso;Urbana;p02;Con moradores ausentes;5394
5;Valparaíso;5101;Valparaíso;Urbana;p02;Con moradores presentes;98172
5;Valparaíso;5101;Valparaíso;Urbana;p02;De temporada (vacacional u otro);5751
5;Valparaíso;5101;Valparaíso;Urbana;p02;En venta, para arriendo, abandonada u otro;7881
5;Valparaíso;5101;Valparaíso;Urbana;p03a;Adobe, barro, quincha, pirca u otro artesanal tradicional;8862
5;Valparaíso;5101;Valparaíso;Urbana;p03a;Albañilería: bloque de cemento, piedra o ladrillo;31147
5;Valparaíso;5101;Valparaíso;Urbana;p03a;Hormigón armado;26845
5;Valparaíso;5101;Valparaíso;Urbana;p03a;Materiales precarios (lata, cartón, plástico, etc.);983
5;Valparaíso;5101;Valparaíso;Urbana;p03a;No aplica;19389
5;Valparaíso;5101;Valparaíso;Urbana;p03a;Tabique forrado por ambas caras (madera o acero) (1-6);23038
5;Valparaíso;5101;Valparaíso;Urbana;p03a;Tabique sin forro interior (madera u otro);6331
5;Valparaíso;5101;Valparaíso;Urbana;p03a;NA;603
5;Valparaíso;5101;Valparaíso;Urbana;p03b;Fonolita o plancha de fieltro embreado;259
5;Valparaíso;5101;Valparaíso;Urbana;p03b;Losa hormigón;13731
5;Valparaíso;5101;Valparaíso;Urbana;p03b;Materiales precarios (lata, cartón, plásticos, etc.);2398
5;Valparaíso;5101;Valparaíso;Urbana;p03b;No aplica;19389
5;Valparaíso;5101;Valparaíso;Urbana;p03b;Paja, coirón, totora o caña;17
5;Valparaíso;5101;Valparaíso;Urbana;p03b;Planchas metálicas de zinc, cobre, etc. o fibrocemento (tipo pizarreño);61208
5;Valparaíso;5101;Valparaíso;Urbana;p03b;Sin cubierta sólida de techo;89
5;Valparaíso;5101;Valparaíso;Urbana;p03b;Tejas o tejuelas de arcilla, metálicas, de cemento, de madera, asfálticas o plásticas;19178
5;Valparaíso;5101;Valparaíso;Urbana;p03b;NA;929
5;Valparaíso;5101;Valparaíso;Urbana;p03c;Baldosa de cemento;2450
5;Valparaíso;5101;Valparaíso;Urbana;p03c;Capa de cemento sobre tierra;866
5;Valparaíso;5101;Valparaíso;Urbana;p03c;No aplica;19389
5;Valparaíso;5101;Valparaíso;Urbana;p03c;Parquet, piso flotante, cerámico, madera, alfombra, flexit, cubrepiso u otro similar, sobre radier o vigas de madera (1-5);92766
5;Valparaíso;5101;Valparaíso;Urbana;p03c;Radier sin revestimiento;749
5;Valparaíso;5101;Valparaíso;Urbana;p03c;Tierra;90
5;Valparaíso;5101;Valparaíso;Urbana;p03c;NA;888
5;Valparaíso;5101;Valparaíso;Urbana;p04;0 piezas;255
5;Valparaíso;5101;Valparaíso;Urbana;p04;1 pieza;15871
5;Valparaíso;5101;Valparaíso;Urbana;p04;2 piezas;36835
5;Valparaíso;5101;Valparaíso;Urbana;p04;3 piezas;30849
5;Valparaíso;5101;Valparaíso;Urbana;p04;4 piezas;7868
5;Valparaíso;5101;Valparaíso;Urbana;p04;5 piezas;1826
5;Valparaíso;5101;Valparaíso;Urbana;p04;6 o más piezas;990
5;Valparaíso;5101;Valparaíso;Urbana;p04;No aplica;19389
5;Valparaíso;5101;Valparaíso;Urbana;p04;NA;3315
5;Valparaíso;5101;Valparaíso;Urbana;p05;Camión aljibe;1592
5;Valparaíso;5101;Valparaíso;Urbana;p05;No aplica;19389
5;Valparaíso;5101;Valparaíso;Urbana;p05;Pozo o noria;547
5;Valparaíso;5101;Valparaíso;Urbana;p05;Red pública;94687
5;Valparaíso;5101;Valparaíso;Urbana;p05;Río, vertiente, estero, canal, lago, etc.;136
5;Valparaíso;5101;Valparaíso;Urbana;p05;NA;847
5;Valparaíso;5102;Casablanca;Mixta;area;Rural;5350
5;Valparaíso;5102;Casablanca;Mixta;area;Urbana;6257
5;Valparaíso;5102;Casablanca;Mixta;p01;Casa;10211
5;Valparaíso;5102;Casablanca;Mixta;p01;Departamento en edificio;1151
5;Valparaíso;5102;Casablanca;Mixta;p01;Mediagua, mejora, rancho o choza;106
5;Valparaíso;5102;Casablanca;Mixta;p01;Móvil (carpa, casa rodante o similar);12
5;Valparaíso;5102;Casablanca;Mixta;p01;Operativo calle (no es vivienda);1
5;Valparaíso;5102;Casablanca;Mixta;p01;Otro tipo de vivienda particular;64
5;Valparaíso;5102;Casablanca;Mixta;p01;Pieza en casa antigua o en conventillo;42
5;Valparaíso;5102;Casablanca;Mixta;p01;Vivienda colectiva;18
5;Valparaíso;5102;Casablanca;Mixta;p01;Vivienda tradicional indígena (ruka, pae pae u otras);2
5;Valparaíso;5102;Casablanca;Mixta;p02;Con moradores ausentes;409
5;Valparaíso;5102;Casablanca;Mixta;p02;Con moradores presentes;8711
5;Valparaíso;5102;Casablanca;Mixta;p02;De temporada (vacacional u otro);1919
5;Valparaíso;5102;Casablanca;Mixta;p02;En venta, para arriendo, abandonada u otro;568
5;Valparaíso;5102;Casablanca;Mixta;p03a;Adobe, barro, quincha, pirca u otro artesanal tradicional;301
5;Valparaíso;5102;Casablanca;Mixta;p03a;Albañilería: bloque de cemento, piedra o ladrillo;3902
5;Valparaíso;5102;Casablanca;Mixta;p03a;Hormigón armado;772
5;Valparaíso;5102;Casablanca;Mixta;p03a;Materiales precarios (lata, cartón, plástico, etc.);33
5;Valparaíso;5102;Casablanca;Mixta;p03a;No aplica;2915
5;Valparaíso;5102;Casablanca;Mixta;p03a;Tabique forrado por ambas caras (madera o acero) (1-6);2911
5;Valparaíso;5102;Casablanca;Mixta;p03a;Tabique sin forro interior (madera u otro);743
5;Valparaíso;5102;Casablanca;Mixta;p03a;NA;30
5;Valparaíso;5102;Casablanca;Mixta;p03b;Fonolita o plancha de fieltro embreado;31
5;Valparaíso;5102;Casablanca;Mixta;p03b;Losa hormigón;350
5;Valparaíso;5102;Casablanca;Mixta;p03b;Materiales precarios (lata, cartón, plásticos, etc.);50
5;Valparaíso;5102;Casablanca;Mixta;p03b;No aplica;2915
5;Valparaíso;5102;Casablanca;Mixta;p03b;Planchas metálicas de zinc, cobre, etc. o fibrocemento (tipo pizarreño);6690
5;Valparaíso;5102;Casablanca;Mixta;p03b;Sin cubierta sólida de techo;7
5;Valparaíso;5102;Casablanca;Mixta;p03b;Tejas o tejuelas de arcilla, metálicas, de cemento, de madera, asfálticas o plásticas;1525
5;Valparaíso;5102;Casablanca;Mixta;p03b;NA;39
5;Valparaíso;5102;Casablanca;Mixta;p03c;Baldosa de cemento;333
5;Valparaíso;5102;Casablanca;Mixta;p03c;Capa de cemento sobre tierra;201
5;Valparaíso;5102;Casablanca;Mixta;p03c;No aplica;2915
5;Valparaíso;5102;Casablanca;Mixta;p03c;Parquet, piso flotante, cerámico, madera, alfombra, flexit, cubrepiso u otro similar, sobre radier o vigas de madera (1-5);7904
5;Valparaíso;5102;Casablanca;Mixta;p03c;Radier sin revestimiento;185
5;Valparaíso;5102;Casablanca;Mixta;p03c;Tierra;20
5;Valparaíso;5102;Casablanca;Mixta;p03c;NA;49
5;Valparaíso;5102;Casablanca;Mixta;p04;0 piezas;3
