codigo_region;nombre_region;codigo_comuna;nombre_comuna;clasificacion;variable;valor;n
1;Tarapacá;1101;Iquique;Urbana;area;Rural;1488
1;Tarapacá;1101;Iquique;Urbana;area;Urbana;65500
1;Tarapacá;1101;Iquique;Urbana;p01;Casa;38383
1;Tarapacá;1101;Iquique;Urbana;p01;Departamento en edificio;22525
1;Tarapacá;1101;Iquique;Urbana;p01;Mediagua, mejora, rancho o choza;586
1;Tarapacá;1101;Iquique;Urbana;p01;Móvil (carpa, casa rodante o similar);55
1;Tarapacá;1101;Iquique;Urbana;p01;Operativo calle (no es vivienda);1
1;Tarapacá;1101;Iquique;Urbana;p01;Operativo personas en tránsito (no es vivienda);1
1;Tarapacá;1101;Iquique;Urbana;p01;Otro tipo de vivienda particular;667
1;Tarapacá;1101;Iquique;Urbana;p01;Pieza en casa antigua o en conventillo;4489
1;Tarapacá;1101;Iquique;Urbana;p01;Vivienda colectiva;261
1;Tarapacá;1101;Iquique;Urbana;p01;Vivienda tradicional indígena (ruka, pae pae u otras);20
1;Tarapacá;1101;Iquique;Urbana;p02;Con moradores ausentes;3673
1;Tarapacá;1101;Iquique;Urbana;p02;Con moradores presentes;56270
1;Tarapacá;1101;Iquique;Urbana;p02;De temporada (vacacional u otro);1564
1;Tarapacá;1101;Iquique;Urbana;p02;En venta, para arriendo, abandonada u otro;5481
1;Tarapacá;1101;Iquique;Urbana;p03a;Adobe, barro, quincha, pirca u otro artesanal tradicional;84
1;Tarapacá;1101;Iquique;Urbana;p03a;Albañilería: bloque de cemento, piedra o ladrillo;24336
1;Tarapacá;1101;Iquique;Urbana;p03a;Hormigón armado;20712
1;Tarapacá;1101;Iquique;Urbana;p03a;Materiales precarios (lata, cartón, plástico, etc.);345
1;Tarapacá;1101;Iquique;Urbana;p03a;No aplica;10981
1;Tarapacá;1101;Iquique;Urbana;p03a;Tabique forrado por ambas caras (madera o acero) (1-6);7275
1;Tarapacá;1101;Iquique;Urbana;p03a;Tabique sin forro interior (madera u otro);2774
1;Tarapacá;1101;Iquique;Urbana;p03a;NA;481
1;Tarapacá;1101;Iquique;Urbana;p03b;Fonolita o plancha de fieltro embreado;651
1;Tarapacá;1101;Iquique;Urbana;p03b;Losa hormigón;17268
1;Tarapacá;1101;Iquique;Urbana;p03b;Materiales precarios (lata, cartón, plásticos, etc.);590
1;Tarapacá;1101;Iquique;Urbana;p03b;No aplica;10981
1;Tarapacá;1101;Iquique;Urbana;p03b;Paja, coirón, totora o caña;43
1;Tarapacá;1101;Iquique;Urbana;p03b;Planchas metálicas de zinc, cobre, etc. o fibrocemento (tipo pizarreño);21126
1;Tarapacá;1101;Iquique;Urbana;p03b;Sin cubierta sólida de techo;182
1;Tarapacá;1101;Iquique;Urbana;p03b;Tejas o tejuelas de arcilla, metálicas, de cemento, de madera, asfálticas o plásticas;15518
1;Tarapacá;1101;Iquique;Urbana;p03b;NA;629
1;Tarapacá;1101;Iquique;Urbana;p03c;Baldosa de cemento;2576
1;Tarapacá;1101;Iquique;Urbana;p03c;Capa de cemento sobre tierra;952
1;Tarapacá;1101;Iquique;Urbana;p03c;No aplica;10981
1;Tarapacá;1101;Iquique;Urbana;p03c;Parquet, piso flotante, cerámico, madera, alfombra, flexit, cubrepiso u otro similar, sobre radier o vigas de madera (1-5);50233
1;Tarapacá;1101;Iquique;Urbana;p03c;Radier sin revestimiento;1133
1;Tarapacá;1101;Iquique;Urbana;p03c;Tierra;336
1;Tarapacá;1101;Iquique;Urbana;p03c;NA;777
1;Tarapacá;1101;Iquique;Urbana;p04;0 piezas;782
1;Tarapacá;1101;Iquique;Urbana;p04;1 pieza;11124
1;Tarapacá;1101;Iquique;Urbana;p04;2 piezas;14790
1;Tarapacá;1101;Iquique;Urbana;p04;3 piezas;17089
1;Tarapacá;1101;Iquique;Urbana;p04;4 piezas;6135
1;Tarapacá;1101;Iquique;Urbana;p04;5 piezas;2242
1;Tarapacá;1101;Iquique;Urbana;p04;6 o más piezas;1719
1;Tarapacá;1101;Iquique;Urbana;p04;No aplica;10981
1;Tarapacá;1101;Iquique;Urbana;p04;NA;2126
1;Tarapacá;1101;Iquique;Urbana;p05;Camión aljibe;466
1;Tarapacá;1101;Iquique;Urbana;p05;No aplica;10981
1;Tarapacá;1101;Iquique;Urbana;p05;Pozo o noria;30
1;Tarapacá;1101;Iquique;Urbana;p05;Red pública;54949
1;Tarapacá;1101;Iquique;Urbana;p05;Río, vertiente, estero, canal, lago, etc.;27
1;Tarapacá;1101;Iquique;Urbana;p05;NA;535
1;Tarapacá;1107;Alto Hospicio;Urbana;area;Rural;88
1;Tarapacá;1107;Alto Hospicio;Urbana;area;Urbana;33091
1;Tarapacá;1107;Alto Hospicio;Urbana;p01;Casa;26410
1;Tarapacá;1107;Alto Hospicio;Urbana;p01;Departamento en edificio;4142
1;Tarapacá;1107;Alto Hospicio;Urbana;p01;Mediagua, mejora, rancho o choza;1766
1;Tarapacá;1107;Alto Hospicio;Urbana;p01;Móvil (carpa, casa rodante o similar);32
1;Tarapacá;1107;Alto Hospicio;Urbana;p01;Operativo calle (no es vivienda);1
1;Tarapacá;1107;Alto Hospicio;Urbana;p01;Otro tipo de vivienda particular;353
1;Tarapacá;1107;Alto Hospicio;Urbana;p01;Pieza en casa antigua o en conventillo;446
1;Tarapacá;1107;Alto Hospicio;Urbana;p01;Vivienda colectiva;16
1;Tarapacá;1107;Alto Hospicio;Urbana;p01;Vivienda tradicional indígena (ruka, pae pae u otras);13
1;Tarapacá;1107;Alto Hospicio;Urbana;p02;Con moradores ausentes;1756
1;Tarapacá;1107;Alto Hospicio;Urbana;p02;Con moradores presentes;28470
1;Tarapacá;1107;Alto Hospicio;Urbana;p02;De temporada (vacacional u otro);212
1;Tarapacá;1107;Alto Hospicio;Urbana;p02;En venta, para arriendo, abandonada u otro;2741
1;Tarapacá;1107;Alto Hospicio;Urbana;p03a;Adobe, barro, quincha, pirca u otro artesanal tradicional;49
1;Tarapacá;1107;Alto Hospicio;Urbana;p03a;Albañilería: bloque de cemento, piedra o ladrillo;15902
1;Tarapacá;1107;Alto Hospicio;Urbana;p03a;Hormigón armado;6116
1;Tarapacá;1107;Alto Hospicio;Urbana;p03a;Materiales precarios (lata, cartón, plástico, etc.);503
1;Tarapacá;1107;Alto Hospicio;Urbana;p03a;No aplica;4726
1;Tarapacá;1107;Alto Hospicio;Urbana;p03a;Tabique forrado por ambas caras (madera o acero) (1-6);2929
1;Tarapacá;1107;Alto Hospicio;Urbana;p03a;Tabique sin forro interior (madera u otro);2804
1;Tarapacá;1107;Alto Hospicio;Urbana;p03a;NA;150
1;Tarapacá;1107;Alto Hospicio;Urbana;p03b;Fonolita o plancha de fieltro embreado;344
1;Tarapacá;1107;Alto Hospicio;Urbana;p03b;Losa hormigón;7673
1;Tarapacá;1107;Alto Hospicio;Urbana;p03b;Materiales precarios (lata, cartón, plásticos, etc.);733
1;Tarapacá;1107;Alto Hospicio;Urbana;p03b;No aplica;4726
1;Tarapacá;1107;Alto Hospicio;Urbana;p03b;Paja, coirón, totora o caña;18
1;Tarapacá;1107;Alto Hospicio;Urbana;p03b;Planchas metálicas de zinc, cobre, etc. o fibrocemento (tipo pizarreño);11776
1;Tarapacá;1107;Alto Hospicio;Urbana;p03b;Sin cubierta sólida de techo;190
1;Tarapacá;1107;Alto Hospicio;Urbana;p03b;Tejas o tejuelas de arcilla, metálicas, de cemento, de madera, asfálticas o plásticas;7463
1;Tarapacá;1107;Alto Hospicio;Urbana;p03b;NA;256
1;Tarapacá;1107;Alto Hospicio;Urbana;p03c;Baldosa de cemento;2481
1;Tarapacá;1107;Alto Hospicio;Urbana;p03c;Capa de cemento sobre tierra;1476
1;Tarapacá;1107;Alto Hospicio;Urbana;p03c;No aplica;4726
1;Tarapacá;1107;Alto Hospicio;Urbana;p03c;Parquet, piso flotante, cerámico, madera, alfombra, flexit, cubrepiso u otro similar, sobre radier o vigas de madera (1-5);21459
1;Tarapacá;1107;Alto Hospicio;Urbana;p03c;Radier sin revestimiento;1493
1;Tarapacá;1107;Alto Hospicio;Urbana;p03c;Tierra;1222
1;Tarapacá;1107;Alto Hospicio;Urbana;p03c;NA;322
1;Tarapacá;1107;Alto Hospicio;Urbana;p04;0 piezas;153
1;Tarapacá;1107;Alto Hospicio;Urbana;p04;1 pieza;4937
1;Tarapacá;1107;Alto Hospicio;Urbana;p04;2 piezas;10150
1;Tarapacá;1107;Alto Hospicio;Urbana;p04;3 piezas;8122
1;Tarapacá;1107;Alto Hospicio;Urbana;p04;4 piezas;2700
1;Tarapacá;1107;Alto Hospicio;Urbana;p04;5 piezas;790
1;Tarapacá;1107;Alto Hospicio;Urbana;p04;6 o más piezas;434
1;Tarapacá;1107;Alto Hospicio;Urbana;p04;No aplica;4726
1;Tarapacá;1107;Alto Hospicio;Urbana;p04;NA;1167
1;Tarapacá;1107;Alto Hospicio;Urbana;p05;Camión aljibe;1656
1;Tarapacá;1107;Alto Hospicio;Urbana;p05;No aplica;4726
1;Tarapacá;1107;Alto Hospicio;Urbana;p05;Pozo o noria;77
1;Tarapacá;1107;Alto Hospicio;Urbana;p05;Red pública;26441
1;Tarapacá;1107;Alto Hospicio;Urbana;p05;Río, vertiente, estero, canal, lago, etc.;21
1;Tarapacá;1107;Alto Hospicio;Urbana;p05;NA;258
1;Tarapacá;1401;Pozo Almonte;Rural;area;Rural;5559
1;Tarapacá;1401;Pozo Almonte;Rural;area;Urbana;3368
1;Tarapacá;1401;Pozo Almonte;Rural;p01;Casa;7855
1;Tarapacá;1401;Pozo Almonte;Rural;p01;Departamento en edificio;4
1;Tarapacá;1401;Pozo Almonte;Rural;p01;Mediagua, mejora, rancho o choza;543
1;Tarapacá;1401;Pozo Almonte;Rural;p01;Móvil (carpa, casa rodante o similar);10
1;Tarapacá;1401;Pozo Almonte;Rural;p01;Operativo personas en tránsito (no es vivienda);1
1;Tarapacá;1401;Pozo Almonte;Rural;p01;Otro tipo de vivienda particular;193
1;Tarapacá;1401;Pozo Almonte;Rural;p01;Pieza en casa antigua o en conventillo;248
1;Tarapacá;1401;Pozo Almonte;Rural;p01;Vivienda colectiva;42
1;Tarapacá;1401;Pozo Almonte;Rural;p01;Vivienda tradicional indígena (ruka, pae pae u otras);31
1;Tarapacá;1401;Pozo Almonte;Rural;p02;Con moradores ausentes;546
1;Tarapacá;1401;Pozo Almonte;Rural;p02;Con moradores presentes;4127
1;Tarapacá;1401;Pozo Almonte;Rural;p02;De temporada (vacacional u otro);3436
1;Tarapacá;1401;Pozo Almonte;Rural;p02;En venta, para arriendo, abandonada u otro;818
1;Tarapacá;1401;Pozo Almonte;Rural;p03a;Adobe, barro, quincha, pirca u otro artesanal tradicional;80
1;Tarapacá;1401;Pozo Almonte;Rural;p03a;Albañilería: bloque de cemento, piedra o ladrillo;2329
1;Tarapacá;1401;Pozo Almonte;Rural;p03a;Hormigón armado;335
1;Tarapacá;1401;Pozo Almonte;Rural;p03a;Materiales precarios (lata, cartón, plástico, etc.);74
1;Tarapacá;1401;Pozo Almonte;Rural;p03a;No aplica;4843
1;Tarapacá;1401;Pozo Almonte;Rural;p03a;Tabique forrado por ambas caras (madera o acero) (1-6);804
1;Tarapacá;1401;Pozo Almonte;Rural;p03a;Tabique sin forro interior (madera u otro);448
1;Tarapacá;1401;Pozo Almonte;Rural;p03a;NA;14
1;Tarapacá;1401;Pozo Almonte;Rural;p03b;Fonolita o plancha de fieltro embreado;75
1;Tarapacá;1401;Pozo Almonte;Rural;p03b;Losa hormigón;112
1;Tarapacá;1401;Pozo Almonte;Rural;p03b;Materiales precarios (lata, cartón, plásticos, etc.);124
1;Tarapacá;1401;Pozo Almonte;Rural;p03b;No aplica;4843
1;Tarapacá;1401;Pozo Almonte;Rural;p03b;Paja, coirón, totora o caña;18
1;Tarapacá;1401;Pozo Almonte;Rural;p03b;Planchas metálicas de zinc, cobre, etc. o fibrocemento (tipo pizarreño);2762
1;Tarapacá;1401;Pozo Almonte;Rural;p03b;Sin cubierta sólida de techo;32
1;Tarapacá;1401;Pozo Almonte;Rural;p03b;Tejas o tejuelas de arcilla, metálicas, de cemento, de madera, asfálticas o plásticas;933
1;Tarapacá;1401;Pozo Almonte;Rural;p03b;NA;28
1;Tarapacá;1401;Pozo Almonte;Rural;p03c;Baldosa de cemento;392
1;Tarapacá;1401;Pozo Almonte;Rural;p03c;Capa de cemento sobre tierra;258
1;Tarapacá;1401;Pozo Almonte;Rural;p03c;No aplica;4843
1;Tarapacá;1401;Pozo Almonte;Rural;p03c;Parquet, piso flotante, cerámico, madera, alfombra, flexit, cubrepiso u otro similar, sobre radier o vigas de madera (1-5);2741
1;Tarapacá;1401;Pozo Almonte;Rural;p03c;Radier sin revestimiento;484
1;Tarapacá;1401;Pozo Almonte;Rural;p03c;Tierra;172
1;Tarapacá;1401;Pozo Almonte;Rural;p03c;NA;37
1;Tarapacá;1401;Pozo Almonte;Rural;p04;0 piezas;33
1;Tarapacá;1401;Pozo Almonte;Rural;p04;1 pieza;974
1;Tarapacá;1401;Pozo Almonte;Rural;p04;2 piezas;1443
1;Tarapacá;1401;Pozo Almonte;Rural;p04;3 piezas;892
1;Tarapacá;1401;Pozo Almonte;Rural;p04;4 piezas;349
1;Tarapacá;1401;Pozo Almonte;Rural;p04;5 piezas;116
1;Tarapacá;1401;Pozo Almonte;Rural;p04;6 o más piezas;128
1;Tarapacá;1401;Pozo Almonte;Rural;p04;No aplica;4843
1;Tarapacá;1401;Pozo Almonte;Rural;p04;NA;149
1;Tarapacá;1401;Pozo Almonte;Rural;p05;Camión aljibe;284
1;Tarapacá;1401;Pozo Almonte;Rural;p05;No aplica;4843
1;Tarapacá;1401;Pozo Almonte;Rural;p05;Pozo o noria;390
1;Tarapacá;1401;Pozo Almonte;Rural;p05;Red pública;3306
1;Tarapacá;1401;Pozo Almonte;Rural;p05;Río, vertiente, estero, canal, lago, etc.;67
1;Tarapacá;1401;Pozo Almonte;Rural;p05;NA;37
1;Tarapacá;1402;Camiña;Rural;area;Rural;1092
1;Tarapacá;1402;Camiña;Rural;p01;Casa;828
1;Tarapacá;1402;Camiña;Rural;p01;Departamento en edificio;10
1;Tarapacá;1402;Camiña;Rural;p01;Mediagua, mejora, rancho o choza;213
1;Tarapacá;1402;Camiña;Rural;p01;Móvil (carpa, casa rodante o similar);1
1;Tarapacá;1402;Camiña;Rural;p01;Otro tipo de vivienda particular;11
1;Tarapacá;1402;Camiña;Rural;p01;Pieza en casa antigua o en conventillo;13
1;Tarapacá;1402;Camiña;Rural;p01;Vivienda colectiva;4
1;Tarapacá;1402;Camiña;Rural;p01;Vivienda tradicional indígena (ruka, pae pae u otras);12
1;Tarapacá;1402;Camiña;Rural;p02;Con moradores ausentes;9
1;Tarapacá;1402;Camiña;Rural;p02;Con moradores presentes;481
1;Tarapacá;1402;Camiña;Rural;p02;De temporada (vacacional u otro);522
1;Tarapacá;1402;Camiña;Rural;p02;En venta, para arriendo, abandonada u otro;80
1;Tarapacá;1402;Camiña;Rural;p03a;Adobe, barro, quincha, pirca u otro artesanal tradicional;28
1;Tarapacá;1402;Camiña;Rural;p03a;Albañilería: bloque de cemento, piedra o ladrillo;252
1;Tarapacá;1402;Camiña;Rural;p03a;Hormigón armado;25
1;Tarapacá;1402;Camiña;Rural;p03a;Materiales precarios (lata, cartón, plástico, etc.);1
1;Tarapacá;1402;Camiña;Rural;p03a;No aplica;615
1;Tarapacá;1402;Camiña;Rural;p03a;Tabique forrado por ambas caras (madera o acero) (1-6);77
1;Tarapacá;1402;Camiña;Rural;p03a;Tabique sin forro interior (madera u otro);84
1;Tarapacá;1402;Camiña;Rural;p03a;NA;10
1;Tarapacá;1402;Camiña;Rural;p03b;Fonolita o plancha de fieltro embreado;5
1;Tarapacá;1402;Camiña;Rural;p03b;Losa hormigón;6
1;Tarapacá;1402;Camiña;Rural;p03b;Materiales precarios (lata, cartón, plásticos, etc.);3
1;Tarapacá;1402;Camiña;Rural;p03b;No aplica;615
1;Tarapacá;1402;Camiña;Rural;p03b;Paja, coirón, totora o caña;1
1;Tarapacá;1402;Camiña;Rural;p03b;Planchas metálicas de zinc, cobre, etc. o fibrocemento (tipo pizarreño);369
1;Tarapacá;1402;Camiña;Rural;p03b;Sin cubierta sólida de techo;1
1;Tarapacá;1402;Camiña;Rural;p03b;Tejas o tejuelas de arcilla, metálicas, de cemento, de madera, asfálticas o plásticas;82
1;Tarapacá;1402;Camiña;Rural;p03b;NA;10
1;Tarapacá;1402;Camiña;Rural;p03c;Baldosa de cemento;47
1;Tarapacá;1402;Camiña;Rural;p03c;Capa de cemento sobre tierra;93
1;Tarapacá;1402;Camiña;Rural;p03c;No aplica;615
1;Tarapacá;1402;Camiña;Rural;p03c;Parquet, piso flotante, cerámico, madera, alfombra, flexit, cubrepiso u otro similar, sobre radier o vigas de madera (1-5);250
1;Tarapacá;1402;Camiña;Rural;p03c;Radier sin revestimiento;58
1;Tarapacá;1402;Camiña;Rural;p03c;Tierra;21
1;Tarapacá;1402;Camiña;Rural;p03c;NA;8
1;Tarapacá;1402;Camiña;Rural;p04;0 piezas;10
1;Tarapacá;1402;Camiña;Rural;p04;1 pieza;138
1;Tarapacá;1402;Camiña;Rural;p04;2 piezas;211
1;Tarapacá;1402;Camiña;Rural;p04;3 piezas;61
1;Tarapacá;1402;Camiña;Rural;p04;4 piezas;20
1;Tarapacá;1402;Camiña;Rural;p04;5 piezas;10
1;Tarapacá;1402;Camiña;Rural;p04;6 o más piezas;4
1;Tarapacá;1402;Camiña;Rural;p04;No aplica;615
1;Tarapacá;1402;Camiña;Rural;p04;NA;23
1;Tarapacá;1402;Camiña;Rural;p05;Camión aljibe;4
1;Tarapacá;1402;Camiña;Rural;p05;No aplica;615
1;Tarapacá;1402;Camiña;Rural;p05;Pozo o noria;10
1;Tarapacá;1402;Camiña;Rural;p05;Red pública;352
1;Tarapacá;1402;Camiña;Rural;p05;Río, vertiente, estero, canal, lago, etc.;92
1;Tarapacá;1402;Camiña;Rural;p05;NA;19
1;Tarapacá;1403;Colchane;Rural;area;Rural;2031
1;Tarapacá;1403;Colchane;Rural;p01;Casa;826
1;Tarapacá;1403;Colchane;Rural;p01;Departamento en edificio;2
1;Tarapacá;1403;Colchane;Rural;p01;Mediagua, mejora, rancho o choza;32
1;Tarapacá;1403;Colchane;Rural;p01;Móvil (carpa, casa rodante o similar);1
1;Tarapacá;1403;Colchane;Rural;p01;Operativo personas en tránsito (no es vivienda);1
1;Tarapacá;1403;Colchane;Rural;p01;Otro tipo de vivienda particular;13
1;Tarapacá;1403;Colchane;Rural;p01;Pieza en casa antigua o en conventillo;10
1;Tarapacá;1403;Colchane;Rural;p01;Vivienda colectiva;5
1;Tarapacá;1403;Colchane;Rural;p01;Vivienda tradicional indígena (ruka, pae pae u otras);1141
1;Tarapacá;1403;Colchane;Rural;p02;Con moradores ausentes;191
1;Tarapacá;1403;Colchane;Rural;p02;Con moradores presentes;478
1;Tarapacá;1403;Colchane;Rural;p02;De temporada (vacacional u otro);1233
1;Tarapacá;1403;Colchane;Rural;p02;En venta, para arriendo, abandonada u otro;129
1;Tarapacá;1403;Colchane;Rural;p03a;Adobe, barro, quincha, pirca u otro artesanal tradicional;393
1;Tarapacá;1403;Colchane;Rural;p03a;Albañilería: bloque de cemento, piedra o ladrillo;48
1;Tarapacá;1403;Colchane;Rural;p03a;Hormigón armado;6
1;Tarapacá;1403;Colchane;Rural;p03a;Materiales precarios (lata, cartón, plástico, etc.);2
1;Tarapacá;1403;Colchane;Rural;p03a;No aplica;1559
1;Tarapacá;1403;Colchane;Rural;p03a;Tabique forrado por ambas caras (madera o acero) (1-6);10
1;Tarapacá;1403;Colchane;Rural;p03a;Tabique sin forro interior (madera u otro);6
1;Tarapacá;1403;Colchane;Rural;p03a;NA;7
1;Tarapacá;1403;Colchane;Rural;p03b;Fonolita o plancha de fieltro embreado;2
1;Tarapacá;1403;Colchane;Rural;p03b;Losa hormigón;3
1;Tarapacá;1403;Colchane;Rural;p03b;Materiales precarios (lata, cartón, plásticos, etc.);3
1;Tarapacá;1403;Colchane;Rural;p03b;No aplica;1559
1;Tarapacá;1403;Colchane;Rural;p03b;Paja, coirón, totora o caña;69
1;Tarapacá;1403;Colchane;Rural;p03b;Planchas metálicas de zinc, cobre, etc. o fibrocemento (tipo pizarreño);344
1;Tarapacá;1403;Colchane;Rural;p03b;Tejas o tejuelas de arcilla, metálicas, de cemento, de madera, asfálticas o plásticas;41
1;Tarapacá;1403;Colchane;Rural;p03b;NA;10
1;Tarapacá;1403;Colchane;Rural;p03c;Baldosa de cemento;47
1;Tarapacá;1403;Colchane;Rural;p03c;Capa de cemento sobre tierra;116
1;Tarapacá;1403;Colchane;Rural;p03c;No aplica;1559
1;Tarapacá;1403;Colchane;Rural;p03c;Parquet, piso flotante, cerámico, madera, alfombra, flexit, cubrepiso u otro similar, sobre radier o vigas de madera (1-5);55
1;Tarapacá;1403;Colchane;Rural;p03c;Radier sin revestimiento;63
1;Tarapacá;1403;Colchane;Rural;p03c;Tierra;174
1;Tarapacá;1403;Colchane;Rural;p03c;NA;17
1;Tarapacá;1403;Colchane;Rural;p04;0 piezas;25
1;Tarapacá;1403;Colchane;Rural;p04;1 pieza;200
1;Tarapacá;1403;Colchane;Rural;p04;2 piezas;134
1;Tarapacá;1403;Colchane;Rural;p04;3 piezas;37
1;Tarapacá;1403;Colchane;Rural;p04;4 piezas;19
1;Tarapacá;1403;Colchane;Rural;p04;5 piezas;12
1;Tarapacá;1403;Colchane;Rural;p04;6 o más piezas;13
1;Tarapacá;1403;Colchane;Rural;p04;No aplica;1559
1;Tarapacá;1403;Colchane;Rural;p04;NA;32
1;Tarapacá;1403;Colchane;Rural;p05;Camión aljibe;1
1;Tarapacá;1403;Colchane;Rural;p05;No aplica;1559
1;Tarapacá;1403;Colchane;Rural;p05;Pozo o noria;23
1;Tarapacá;1403;Colchane;Rural;p05;Red pública;177
1;Tarapacá;1403;Colchane;Rural;p05;Río, vertiente, estero, canal, lago, etc.;252
1;Tarapacá;1403;Colchane;Rural;p05;NA;19
1;Tarapacá;1404;Huara;Rural;area;Rural;2328
1;Tarapacá;1404;Huara;Rural;area;Urbana;543
1;Tarapacá;1404;Huara;Rural;p01;Casa;2266
1;Tarapacá;1404;Huara;Rural;p01;Departamento en edificio;4
1;Tarapacá;1404;Huara;Rural;p01;Mediagua, mejora, rancho o choza;443
1;Tarapacá;1404;Huara;Rural;p01;Otro tipo de vivienda particular;39
1;Tarapacá;1404;Huara;Rural;p01;Pieza en casa antigua o en conventillo;50
1;Tarapacá;1404;Huara;Rural;p01;Vivienda colectiva;8
1;Tarapacá;1404;Huara;Rural;p01;Vivienda tradicional indígena (ruka, pae pae u otras);61
1;Tarapacá;1404;Huara;Rural;p02;Con moradores ausentes;98
1;Tarapacá;1404;Huara;Rural;p02;Con moradores presentes;951
1;Tarapacá;1404;Huara;Rural;p02;De temporada (vacacional u otro);1427
1;Tarapacá;1404;Huara;Rural;p02;En venta, para arriendo, abandonada u otro;395
1;Tarapacá;1404;Huara;Rural;p03a;Adobe, barro, quincha, pirca u otro artesanal tradicional;59
1;Tarapacá;1404;Huara;Rural;p03a;Albañilería: bloque de cemento, piedra o ladrillo;267
1;Tarapacá;1404;Huara;Rural;p03a;Hormigón armado;109
1;Tarapacá;1404;Huara;Rural;p03a;Materiales precarios (lata, cartón, plástico, etc.);33
1;Tarapacá;1404;Huara;Rural;p03a;No aplica;1928
1;Tarapacá;1404;Huara;Rural;p03a;Tabique forrado por ambas caras (madera o acero) (1-6);261
1;Tarapacá;1404;Huara;Rural;p03a;Tabique sin forro interior (madera u otro);210
1;Tarapacá;1404;Huara;Rural;p03a;NA;4
1;Tarapacá;1404;Huara;Rural;p03b;Fonolita o plancha de fieltro embreado;20
1;Tarapacá;1404;Huara;Rural;p03b;Losa hormigón;13
1;Tarapacá;1404;Huara;Rural;p03b;Materiales precarios (lata, cartón, plásticos, etc.);62
1;Tarapacá;1404;Huara;Rural;p03b;No aplica;1928
1;Tarapacá;1404;Huara;Rural;p03b;Paja, coirón, totora o caña;9
1;Tarapacá;1404;Huara;Rural;p03b;Planchas metálicas de zinc, cobre, etc. o fibrocemento (tipo pizarreño);620
1;Tarapacá;1404;Huara;Rural;p03b;Sin cubierta sólida de techo;8
1;Tarapacá;1404;Huara;Rural;p03b;Tejas o tejuelas de arcilla, metálicas, de cemento, de madera, asfálticas o plásticas;205
1;Tarapacá;1404;Huara;Rural;p03b;NA;6
1;Tarapacá;1404;Huara;Rural;p03c;Baldosa de cemento;102
1;Tarapacá;1404;Huara;Rural;p03c;Capa de cemento sobre tierra;104
1;Tarapacá;1404;Huara;Rural;p03c;No aplica;1928
1;Tarapacá;1404;Huara;Rural;p03c;Parquet, piso flotante, cerámico, madera, alfombra, flexit, cubrepiso u otro similar, sobre radier o vigas de madera (1-5);450
1;Tarapacá;1404;Huara;Rural;p03c;Radier sin revestimiento;162
1;Tarapacá;1404;Huara;Rural;p03c;Tierra;121
1;Tarapacá;1404;Huara;Rural;p03c;NA;4
1;Tarapacá;1404;Huara;Rural;p04;0 piezas;25
1;Tarapacá;1404;Huara;Rural;p04;1 pieza;335
1;Tarapacá;1404;Huara;Rural;p04;2 piezas;295
1;Tarapacá;1404;Huara;Rural;p04;3 piezas;162
1;Tarapacá;1404;Huara;Rural;p04;4 piezas;61
1;Tarapacá;1404;Huara;Rural;p04;5 piezas;19
1;Tarapacá;1404;Huara;Rural;p04;6 o más piezas;21
1;Tarapacá;1404;Huara;Rural;p04;No aplica;1928
1;Tarapacá;1404;Huara;Rural;p04;NA;25
1;Tarapacá;1404;Huara;Rural;p05;Camión aljibe;65
1;Tarapacá;1404;Huara;Rural;p05;No aplica;1928
1;Tarapacá;1404;Huara;Rural;p05;Pozo o noria;85
1;Tarapacá;1404;Huara;Rural;p05;Red pública;556
1;Tarapacá;1404;Huara;Rural;p05;Río, vertiente, estero, canal, lago, etc.;230
1;Tarapacá;1404;Huara;Rural;p05;NA;7
1;Tarapacá;1405;Pica;Rural;area;Rural;659
1;Tarapacá;1405;Pica;Rural;area;Urbana;2067
1;Tarapacá;1405;Pica;Rural;p01;Casa;2424
1;Tarapacá;1405;Pica;Rural;p01;Departamento en edificio;5
1;Tarapacá;1405;Pica;Rural;p01;Mediagua, mejora, rancho o choza;169
1;Tarapacá;1405;Pica;Rural;p01;Móvil (carpa, casa rodante o similar);2
1;Tarapacá;1405;Pica;Rural;p01;Otro tipo de vivienda particular;58
1;Tarapacá;1405;Pica;Rural;p01;Pieza en casa antigua o en conventillo;34
1;Tarapacá;1405;Pica;Rural;p01;Vivienda colectiva;23
1;Tarapacá;1405;Pica;Rural;p01;Vivienda tradicional indígena (ruka, pae pae u otras);11
1;Tarapacá;1405;Pica;Rural;p02;Con moradores ausentes;277
1;Tarapacá;1405;Pica;Rural;p02;Con moradores presentes;1628
1;Tarapacá;1405;Pica;Rural;p02;De temporada (vacacional u otro);566
1;Tarapacá;1405;Pica;Rural;p02;En venta, para arriendo, abandonada u otro;255
1;Tarapacá;1405;Pica;Rural;p03a;Adobe, barro, quincha, pirca u otro artesanal tradicional;144
1;Tarapacá;1405;Pica;Rural;p03a;Albañilería: bloque de cemento, piedra o ladrillo;675
1;Tarapacá;1405;Pica;Rural;p03a;Hormigón armado;155
1;Tarapacá;1405;Pica;Rural;p03a;Materiales precarios (lata, cartón, plástico, etc.);21
1;Tarapacá;1405;Pica;Rural;p03a;No aplica;1121
1;Tarapacá;1405;Pica;Rural;p03a;Tabique forrado por ambas caras (madera o acero) (1-6);396
1;Tarapacá;1405;Pica;Rural;p03a;Tabique sin forro interior (madera u otro);208
